下方	發
下載	下
不不僅	不僅
不不只	那
不住	不錯
不便	
不如	不
不明	這
不滿	不能
不良	未來
不諱言	不免, 不會
並進	第一季
中授	整
中斷	東館, 中
中端	中央
中階	中間, 中間
主地	我
主流	主要, 主軸, 主軸
之上	
之於	
九九年	第九年
九六	十點九二
九十一	
九十一點八	六十一點八
九十二點二億	九十二點地區
九十八	就是
九十八點七億	九十八年七億
九十八點三億	只八點三億
九十八點五一	九十八點五
九十八點五億	八點五億
九十六點八億	九二點八億
九千	的新
九千三百九十二	九千三百九億
九千多	九千多嘛, 九千多萬
九州	九的
九成多	承做
九時	九十九點一
九百	五百
九百三十三億	三十三億
九點一九	九十九點一個
九點三萬	九點萬
也就是是	也覺得
事事	是
二一	唯一
二一年	規模, 了二今年, 二零一年
二七	零點二二
二三月份	三月份
二二	一點二二, 一點二二
二二年	二零一二年
二五	在, 九億第四二五
二八	八八
二八九點四億	二八九點七億, 到八九點四億
二六	零點二二
二十一點二	二十一點二percent
二十一點四	二十一點那
二十九點二	八十九點二
二十九點四	三十九點四
二十二十幾	二十幾
二十二點六	三十六點六
二十二點四億	二十二點元
二十五點一	一二十五點
二十五點三	二十五點
二十五點零億	二十五點億
二十八點六	百分之八點六
二十八點六七億	二十八點六七
二十六點八	
二十四點四	謝謝
二十多億	
二十點三	二十四點三
二十齁	齁
二零一九	二零一九的話
二零一二	二零零六
二零三二年	二零零三年
二零三五	
二零三五年	二零一三年, 二零一三年
二零三零	二零零三年, 二零一三年
二零三零年	二零一三年
二零二	二零一二年
二零二一	二一, 二零一八年, 而你, 二零一二年, 而已, 二零一一年, 對於二零一
二零二一二二年	二零一二年
二零二三年	二零零二三年, 十二三年, 二零一二年, 二零一二年
二零二二	二零零二二, 二零一二年, 外幣, 二零一六年, 零二
二零二五年	二零
二零二呃	二零零二三
二零二四年	二零一四年
二零二零	二零一八年, 這, 二零一二年, 二零一二年, 二零零, 二零一二年, 二零零二零一
二零二零一六一七	二零一二年
二零二零二二年	二零一二年
二零二零財	是二零
二零五零	二零一年, 看起來
二零五零年	二零一五年, 二零一五年, 二零一五年
二零四零年	二零一四年, 二零一四年
二零年	幾年
二零零二年	二零一零年
二點三七兆	二點三一兆
二點九七兆	二點九兆
二點九五兆	董事二點九兆
二點九兆	個人, 第二點九兆
二點二五兆	二點二兆
二點二兆	二點二到
二點二零	二點八, 二零一二年, 二點二五
互利	獲利
互聯網	a, 銀行
五五六百億	五六百億
五倍	五
五倍券	倍
五六十	六十
五六月	五六億, 五六
五十一點七	五十一點七月份
五十一點七億	五十一點七
五十一點四億	
五十七億	多五十七
五十二五十三五十	不是單五十五十二
五十二點七億	五十二點七, 五十二點七
五十五十一半	五十一半
五十八點一	五十八點一四
五千億	五千多億, 一千億
五時二	五十二
五百六十二點五億	五百六十二, 快六十二點五
五萬	五萬呃
五趴	四點五趴
五點	有五點五, 五點八, 五五點四
五點九億	五點九一
五點八八	五點八
五點四六	五點四個, 點是
五點零	五點一
亞太區	一
交接	交易
交易型	非的
交通	交公
人們	人員, 剛剛, 當然
人材	
人民	人民幣, 我們, 你們
人資	obu
介入	揭入
以以	其實
以内	
以為	
以至於	以, 以, 一, 以, 你自己, 一次
份額	分額
企業主	企業處
企消金	企金, 企金, 聚焦
企金法	
估價	國家
估算	部分
伴隨	辦成
佈署	
低吼	低齁
低率	利率
低用電戶	運用
住宿	就算
佔比士	是
佔起來	放款
何時	還是, 的是
作帳	
併到	變到
來成	來
來至於	
供應	公益, 方面
供應鏈	公司
供電	公店, 後面
依樣	一樣
依然	原來
侷限	現在
便利性	便利
便宜	前理
便捷	遠, 變
便是	是, 即便是
促進	附定
促銷	出銷
俄國	額國
保全	保權, 之後, 保險
保持成	保持很
保款	說明
保証	保費
保障型	大型, 報循, 保險性, 所幫
保障險	保型
保險金	一些
保額	的
信保人	現法
個位數	各位
個資類	obu
個項	各項, 一下
借借給	借
借息	資產, 訊息
倡議	差距
偏期	長期
偏鄉	簽商, 天商, 像
做對	做
做為	做
做起來	起來做
停售	提
停放	的
停止	服務, 儲值, 每
健保費	監費, 監費
健全	建確
偵測	mo色
偽冒	為
傑出	流出
備用	費用
催款	支付寶
傲人	抱任
債債	在於
債元	債券
債券型	債錢, 代表, 債券
債券票	債券
債呃	在呃
債市	代事
債息	花
債票	大家
債票券	債券, 在票券
傾向於	像於, 氣象
價期	降息
價碼	這樣子
儘快	盡快
儘管	主管
償券	產業
償還	
償金	長景
優化	遊化, 優
優秀	
優良	優
儲放	存放
允當	很大
充沛	空備
先前	先
克服	扣薪
免疫力	你願意
入境圖	固定
入帳	
內包	那, 辦法
內用	
全家	前加
全心全意	決議
全盈	全
全盈加	因應
全網銀	同仁
兩千四	八百零四
兩千四百億	兩千四億
兩千零五十四億	兩千零十四億
兩年期	兩年
兩百兩百五十	都是一個加兩百兩百一十
兩百八十	兩岸
兩眼	
兩萬	兩位
兩萬兩千	兩岸兩千零
八八成	八
八十八點七	八八點七
八千七百一十八	八千七百一十八億
八千多	八千多點
八百一十一點四	八一十一點四
八百三十二億	八百單一的二億
八點一六	是八點一六
公債值	房貸
公克	公布
公園	透過
公家	東佳
六一	九億第四二五
六七十	七十六七十
六之四	初六十四
六九	零點六九
六五	六兆
六十一十四二十三	六十一只二十三
六十五點五	
六十點一	
六百一十五點五	六百一十五點五percent, 六百一十五點五percent
六百五十六點三	六百五十六點三十
六百四十九點四	六百四九點四
六百多	六百多人
六點七億	十六點七億
六點多	六點六
六點零	六點一
共同體	共體, 工具
共存	動存
共襄盛舉	共向
其餘	絕到, 七億, 例為
典範	兩大
兼任	監任
内容	maloan
再一次	但是
再生	但是, 在, 暫人員, 代升, 永續
再過來	包括, 後來
冒用	話
净值	淨值, 淨值
净利	一, 利率, 淨利, 淨利
净利收	說今天, q利收, 呃淨收益, 淨利息, 淨利收
净增量	認為, 已經帶到, 增量
净成長	淨成長
净手	所
净手收	淨手收, 進所
净提	淨提存
净提存	淨提存
净額	會進合
凱基	
凱西	it
出國	出口, 出, 是, 出, 啦
出手	出售
出遊	
分出來	更出來, 在
分別台	分點台
分向	分項
分子	分行, 分行
分子行	
分擔	就
分期	申請
分歧	
分水嶺	分損率, 分利, 分水, 分水率, 雪梨, 分損率
分片	方面
分留	
分紅	分口, 分行
分過來	再來
分開	東莞
分面	方面
分頁	後面
分類點	分類, 美元
切出去	
列作	要列做
列居	連續
列席	都提
列管	
初估	出口, 這
初衷	復甦
初頭	出頭
判定價	看定的
利呃	比呃
利基	利率
利得	
利話	利率
到來	倒來
到到	到, 到
制定	有
刷卡量	發卡量, 發卡量, 發卡量
剔除掉	提掉
剛剛好	剛好
剛性	當初, 當性
副四點八	四點八負
副經	付清
副行長	副行債
創新獎	創新
劃劃	
功夫	公布
功效	東效
加劇	加去
加加緊	賺加
加大	拉到
加强	加上
加重	加動
加量	增加量
動工	狀況
動性	流動性
動蕩	重大
勝任	深任
勞工	到風, 子公司
北富銀	推出
匯入	匯款, 匯率
匯回	匯, 匯為, 匯款
匯率息	淨利息
區返	七百
十一趴	十趴
十一點七十	十一點七四
十一點四四	十點四四
十七點三	五十七點三
十三點零	單點
十九點	十九點一
十九點三六	九點三六
十二點九	是二點九
十五十六	十六
十五點七	九點七
十五點五	十二點五
十五點零	十五點
十八點一	一第十八點
十八點七	八點七
十八點二五億	四十八點二億
十八點五	八點五
十八點六	十八點九
十六點九	minus六點九
十分	是, 十三
十十十一億	十一億
十四十五	十五
十四樓	子公司
十四點	十四點一
十四點一七	一七
十四點一三	四點一三
十四點一九	四點一九
十四點七七	四點七七
十四點九	十四點九元
十四點二	四點二
十四點五	四點五
十四點八	四點八
十四點八五	四點八個
十四點六二	是四點六二
十四點六四	四點六四
十四點四四	四點
十四點零	了十四點三
十四點零七	是四點零七
十成	
十點九	是跟九
升到	升
升溫	比, 收入, 分光, 狀況
協會	結果
協調	一些
南韓	拿
占到	漲到
占比表	占比是
厚望	自己
原定	的一
原幣	回
原有	擁有
原油	別都
原生	延伸
去去	去取
去掉	掉
去處	去除
參閲	開業, 開業, 六two
及時	即使, 其實, 其實, 其實
反之	敢
反彈	的三, 很
反復	緩步
反映出	
反映出來	反應出來
反覆	管戶
反轉	完走
受制於	至於
受控	受
受理	説明, 受益
句點	據點
只不過	
叫起來	起來
召開	到, 到一
可取	可喜
可否	可不可以, 能夠, 可以, 都
可喜	開始, 可
可惜	可喜, 科技
可望	很, 成長率, focus, 可能, 要比
可期	科技, 科技, 客群, 可, 呃科技, 客群
可見	跟
台中	開中, 臺中
台呃	呃
台大	了, 大, 太大
台管	台灣
台美	每一
台股	開戶, 吼
史密斯	實力是
右上角	右邊
右下角	又下降
右右手	用
吃緊	支體
各自	科技
合宜	
合計	合據, 投資
合資	投資
名列	每月
名列前茅	零點
含幣險	環境
吳洪真	黃跟
吼吼	齁
吼量	齁量
呃占率	呃飯率
呃卡	呃好
呃呃	呃
呃存	呃
呃客	呃
呃平	呃
呃成	呃
呃法	呃
呃玉民	呃
呃額	呃這
周到	周導
周嚴	多元
周年慶	東南, 公年
周邊	
呼吸	補線
呼吸器	估去
呼應	
命運	nim, 民營
咱們	才, 增加
哎呀	欸
哲學	的折權呃
商務客	三五
問答欄	問題
問道	問到
啟動	提動, 舉動
善用	在用, 帶用
善盡	在
喜悅	十月, 十月
單日	但是
單行	大概
嚇一跳	下降
嚇到	達
嚴嚴	累積
嚴控	延後
四三	一千一點四三
四五六三	四十六
四五月	獲利, 四月, 四月
四十七點五億	也是七點五億
四十三點三億	四十三點元
四十四四十五	四十五四十
四十四點三	是四十四點三
四十點九二億	四十四點九億
四四	一點四四, 一點四四
四小	市場
四百七十二億	了四百七十二億
四百三十六萬	四百他的六萬
四百五十三點三萬	卡到五十三點八萬
四百四十	四百四四
四百四十八萬	四百五十八萬
四百零二萬	四百零六萬
四萬五千多	五千多, 十萬五十多
四點一二	十四點一二
四點一五	四點五
四點四二	四點二年, 四點二
回售	回收
回彈	回答
回復到	一
回歸	微幅
回衝	會從
回過	會不會
回頭	回收
回顧	回覆, 顧客
固資	不
國人	不管, 國外, 國內, 國內
國内外	國內
國吼	
國境	國際
國發會	這樣子
圖書館	主計畫
圖資	投資
在下	上在
在來	第一, 在, 再來
在地	在
在檔數	在導數
地域	利率
地步	一步
地球	地準
地緣	遞人, 一定
地雷	第一
均勻	經營
坊間	
坪數	評數
執行力	持力
執行期	這邊提供, 年底
培訓	年可以
基層	幾成, 基礎, 經營
基建	基金
基本盤	資本
基母	其實
基準	清楚
基礎值	基礎
基金會	會最近, 基金
報告書	報告所有, 報告
塞車	三成
墊高	變高
增加額	增加了
增增	增
增審	徵審, 增加, 都, 增加
增幅	這樣, 增足, 增數, 增數, 爭足, 跟不會
增強	增長, 分享
增數	分數, 政策
增速	跟
增長率	成長率, 成長率
增長額	增長的
增高	升高, 登記高
壓縮到	加說到
壞帳率	快帳率
壯大	放到
外交	
外債	海外
外包	包括
外匯款	外匯
外幣票	外幣, 外幣
外訪	外匯
外賣	的
多一點點	多一點
多出來	多來
多於	對於
大事	大是
大個	放購, 個上
大半	慢慢
大同	大通
大名	大
大大	當然
大大小小	大的小小
大戶	大步, 大部分
大腦	大
大規模	的包括
太陽能	原來
央債	量
央票	央行
失業	世界
奧運	高面
好友	靠l
如期	期
妥適	國際
委員會	也會
委會	
子利率	比率
存入	程度
存戶	
存控比	存放比
存有	淨提存有
存款戶	存款
存續	十, 七
存量	個, 成量
季結	
孩童	
學人	
學童	選出來齁
學院	就
守護	手, 同
安心	還是
安排	方方
安養性	有
完善	往上, 完成
官司	關係
官網	觀察
定下	正向
定位成	定位
定案	購案
定率	利率
定量	並
客戶群	客戶權
宣告	現在
宣導	把先
宣布	個全部, 全部
宣示	的, 是, 次
宣誓	深色
家人	著會
家園	好第三, 再人
寄以	我們
寄望	盡量, 計one
寄過來	過來
富庶	復甦, 復甦, 復甦
富比世	
富比士	固資, 是
富管	財富
實品	持平
實收	吸收, 個實收
實習	呃實體
實行	是
實踐	時間
寧願	明年
審查	中
寬限	關現
寬限期	會計極, 關鍵
封控	
將要	
專注	當初呃
尊敬	附近, 附近
對標	
對比	對
對話	規劃, 對, 對, 的話
導正	房貸
小於	兩億三百, 比
小時	市場, 市場, 至少
少於	少, 以上
居多	floating
居家	基金, 一家
展延	本遠
展望期	展望
展期	短期
展開	掌開
層數	卡數
履歷	
峰會	公司會
峰款	風險
巨擘獎	去講
差異化	綜合財務
市佔	市占比
市價	家四
市占	
市政府	政府
布里斯	布里斯本
帳款	放款, 放款
帳號	
帳面	專員
帶大	帶來
帶領	這
常態	談場, 轉換
常見	強勁
常規	
干擾	呆帳, 擔保, 擔保, 定期
平價	評價
平坦	平臺
平安	努力
平息	情形
平損	提存, 提存
平盤	平台
平等	佈局
年增	連分
年增為	為, 為
年結	連結
年齡	年底
幸好	
幸運	確定, 確定, 心理, 盡力
幹事	呃
幾加	幾家
幾千	洗錢
幾率	接近
底定	低, 低, 比例
底部	第步, 太多, 到底
店面	一點點
度過	住過
康復	turn, 幫助
廣受	
延攬	聯案
延期	聯繫
延續到	有提到
延長	銀行
建案	件啦
建造	變到
引擎	以前
引用	都
引發	匯過去發
引道	
張數	當數
張智星	子公司
强健	
强烈	強烈
彈升	單三
彌補	每股
彙整	知道
形態	情況
形成	年度
影想	影響
影響面	影響
影響項	是影響
彷彿	大幅
往來數	往來, 往來
往後	往
往返	廣房貸
後年	
得以	至於
得意	
復刻	顧客
復工	
復發	部分
循環面	循環方面
微笑	像
徹施	客源
快要	要
急凍	結構
急用	只用
急遽	繼續
恆大	大很, 很大
恐怕	統籌
患者	飯則
想問	問
愛護	
感到	等到
應對	定備
應變	第一, 意識
成分	可能
成就	很
成成爲	可能會
成長力	成長率
成長展	成長
成長所	成長手續費
成長期	成長
成長為	成長了
或者是	或是
截止	
戰勝	上升
戰爭	戰增
房市產	房地產
手下	怎麼
手段	走斷
手財管	還
扎根	展分
打破	把貨
扣法	扣款
扣繳	拓展
扶持	同時
找出	早出
承做量	很重要
承如	誠如
承擔	成單
把握	寶貴
投下	
投到	扣到
投影	npl
投融資	台灣, 投資, 投資, 投資
投資潮	投資
投資級	呃投資
投資面	這邊
抵抗	比
抵押品	壓力, 一筆
抵給	的比
抵銷	比
拉低	大家, 拉
拉動	
拉吼	啦齁, 齁啦
拉貨	大作
拉近	邁進
拉過去	interest
拉長	發卡, 辦法
拍賣	開賣, 來
拓大	擴大
招呼	
招標	操量
招牌	導正
拜登	大概, 帶動, 帶動
拿捏	
持卡人	思考
持呃	呃
指日可待	服務
挑戰性	挑戰去
挑挑	剛
挪到	能夠到
振興券	
挹注	因素
挽救	已經
掉下	掉要
掉下去	下去
排行	還行
掛上	
採納	才
接住	接祝
接受到	接受
接受度	接受, 接收益
接單	階張
接班	接, 在幫
接種	接怎麼, 機構
接種假	
接種率	階動率
接續	接受
控管住	扣除
推升	推深
推推出	可以做
推給	是
推選	
描述	瞭數, 老數
提名	已經
提呃	呃
提振	期待, 提升
提撥	提過, 提供
提防	期綁
換款	放款, 放款
換算回	創下
換言之	包含之後
握有	後來有, 歸有
揭示	是
搞不好	我要
搬過去	當過去
搶走	將
撇開	它呃
撥出去	出去
撫慰	國内
擔保木	擔保
擔憂	剛剛
擠壓	只要
擴充	擴通, 次後
擴廠	
擺設	擺色
攀升	分
攜手	需求, 第一, 區的, 需求, 需求, 趨手, 其實
攤銷	看銷, 開銷, 最大
支應	
支持性	支持, 支持
支柱	支出
收ㄖ	收入
收利	收益
收割	走個
收回來	回來, 來
收支	然後
收款	款
收益性	收益
收益期	收益
收達	收到
收錢	壽險
改寫	表現
放大	
放心	發現
放慢	少那
政風	
效力	
救世	就是
敬業	長期
整修	
整修完	增加
數位系	數位
數位話	外匯
數子	數字
數金	送處
斬獲	講過
新人	新的
新保	
新冠	相關, 奇怪, 新光, 銀行, 循環
新制	行動
新型	
新聞稿	新導
新進	新興
新面孔	新吼
斷言	觀念
斷鍊	專業
方方面	方面
方方面面	狀況
方款	放款
於是	可是
於此	
施打	上, 執照, 是大, 自然
施打率	
旅游	餘額, 旅遊, 的, 有, 的
旅行社	理設
旅遊業	你也
旗旗下	旗下
日期	是
日盛	
早日	找
旺季	
旺年	個
昇華	
明年度	的年度, 明年
明明	利率
明朗	敏感
明朗化	蠻快
春節	申請, 分節, 整體, 整體
春銷	
時代	十大
時期	十期
時機點	實體據點
時限	實現
晚上	往上
普通	股東, 股東, 股東
智金	現金
暑假	暑價
暗示	辦市
曝顯	曝險
更正	
書本	出口
曼谷	的, 邁股, 慢, 那
替代	在
最下方	下
最高峰	最高
會友	會有, 還有
會員數	會員
會會	各位
有事	有
有加	加有
有史以來	優於以來
有名	領先
有太	
有形	有些
有時	的
有空	有動
有賴	有來
有賴於	有來, 於
有鑑於	有
朝向	調向的, 保障, 卡項, 好像, 跑, 調向, 調向, 調向, 好像
朝著	的
期初	清楚
期日	幾
期望	主要
期滿	之完
期繳	在
期貨	許獲的
期貨債	債個結構
未未	為
本質	本, 本值
本體	整體
杠桿	槓桿, 槓桿
東北亞	東南亞
松江	
查核	
柯志鴻	吼
柯治宏	
核出來	投資
核定	合併
核貸	在
格外	額外
格局	客群
框架	擴大
條例	
梭表	收表
椰子	原則
業管	日本
業績	一些, 業界, 業界
極力	提到
極致	體次
概估	代估
概算	帶動
榮光	永光
構思	過
構想	
構面	動面
標地	比較
標杆	比較
標準值	標準備
標的	標地, 標地, 標可以, 標地
標竿	比較
模型	公布
樹種	
機場	資產
機票	計畫
檔期	
欄位	來
權益	全益, 權利, 全力
權限	承現
歐盟	歐on
歡樂	花各
止穩	持問
正像	
正向力	重力
正負向	這附向
步伐	步法
歷年以來	第一年來, 歷年來, 歷年來
殊榮	信用, 跟
殺戮	效果那
比喻	
比方說	各項, 包括, 比較
比過來	你的
毛手收	毛收益
民生	民間
民衆	零五
民行	銀行
氛圍	分為
永續獎	永續, 董事長
永豐	董事長
決策	
沒沒	
油資	有
治療	這
法人戶	法人
法個金	網金
法定	法令
法治	保持
法金處	金處把
法院	法令
波及	了國際
注射	進賣
注意力	注意
泰國	太多
活度	
活絡	我, 市場
流出去	留給
流動卡	百分卡
流進來	有進來
浪潮	當中, 浪法
浮現	股權
海事	他
海海	的
消費性	消費
消費會	消費
消費金	消費, 消費
消費面	消費方面
涉入	收入, 升
淨利差	淨利, 利差, 淨利
淨增加	競爭家
淨增加額	淨增加
淨手	淨手收
淨收	淨收益
淨淨利收	淨利收
淨零	
淨首手	淨手收
淨首收	淨手收
清算	簽帳
清華	
清零	二零零二零一
減低	等地, 顯低
減減	
減碳	看, 人, 他給, 給看
減稅	件
減項	減少
測算	項
測試	客戶, 我們
渴望	可以
溫協理	微笑
演變	遠店, 符合, 眼變
漸入佳境	建入加進來
澳幣	報地, 齁, 報定
激勵	機益
激進	基金
炭排	永續
為何	會, 為呃
為輔	維持
烏克蘭	可能
無虞	鼓勵, 一
無限	上去, 不見, 穩健
照顧	大互, 報告
熔斷	融斷
熟悉度	受性
熱賣	的
熱銷	
熱錢	選
燃煤	卡
營建業	領建業
營業部	營業, 的業務
營用	銀行
營養	一樣
爆發	報告
爆發性	報方性
爭搶	分行
片片	
物流業	
物資	但是
特別股	特別
特惠日	各面
獲保	獲得
獲准	
獲客	顧客, 政策, 顧客
獲獎數	
獲率	獲利
獲選	反應
獲頒	擴, 或
玉呃	第呃
玉於	
玉玉山	利率玉山
玉輝	預會
珍惜	升息
現現	現在
理財戶	理財
瑕疵	微幅
瑞士	類, 現在
環保獎	高獎有很
環境面	今年
環款	放款
生力	生意
生命	深圳
生態圈	分開的, 說
生技股	股
生產率	成長率
產品別	產品點
產品數	產品
產能	談
用心	優心
用戶	loan
用餐	資產
申報書	告訴更
申設	
申購	分購
申辦	存在
界定為	借爲
界定點	建定
留意	容易
留有	因為有
畢業	第二
略略微	
畫下	花
畫面	方面
異地	預計
異常	厲常, 五間
異業	醫院
當出	當初
當期	當
病毒	併度, 定途, 併度
療法	流法
發債	放在, 十一月做
發出去	辦法出去
發卡行	
發展出	出發展
發掘到	都發現
發發現	發現
發票	報表
發行量	發行我們
發覺	發現, 發現
發送	包括
白工	百風
百億	臺幣, 八億
百分	零點九百, 百分之淨收益, 呃
百分之一百一十三點六	百分之一百一三點六
百分之一百二	百分之二
百分之一百二十二點八九	百分之一百三十二點八九
百分之一百二十五	百分之一百二十
百分之七十點九	是百分之七十點九
百分之七點九	是百分之七點九
百分之七點八	了百分之七點八, 了百分之七點八
百分之三十九	百分之三十九點六
百分之三十六點五	五十六點五
百分之九九	百分之九十九
百分之九十	百分之九十都
百分之九十五	半
百分之九十點七	百分之九
百分之二	百分之十二
百分之二十五	百分之二十五呃
百分之二十八	百分之二十趴
百分之二十六點八	了百分之二十六點八
百分之二點四一	百分之二點四億
百分之八十三點三	百分之八十三點有
百分之六	
百分之六十	百分之九十齁
百分之六百六十	百分之六點四
百分之六點二十二點四	百分之六百二十二點四
百分之六點四	了百分之六點四
百分之十	百分之嘛
百分之十九	百分之十
百分之十二	百分之十二點二, 百分之十二點, 百分之十
百分之十二點七五	百分之十二點七
百分之十五	百分之十五點三, 百分之十五了
百分之十五點一	百分之十一點一
百分之十四點一	了百分之十四點一
百分之四十六點四	了百分之四十六點四
